t,emg1,emg2,emg3
1770806722.6088579,0.0,0.0,0.0
1770806722.6139708,0.0,0.0,0.0
1770806722.6190681,0.0,0.0,0.0
1770806722.6241286,0.0,0.0,0.0
1770806722.629219,0.0,0.0,0.0
1770806722.6343162,0.0,0.0,0.0
1770806722.6394076,0.0,0.0,0.0
1770806722.6444979,0.0,0.0,0.0
1770806722.649588,0.0,0.0,0.0
1770806722.6546788,0.0,0.0,0.0
1770806722.6597686,0.0,0.0,0.0
1770806722.6648295,0.0,0.0,0.0
1770806722.669893,0.0,0.0,0.0
1770806722.6749527,0.0,0.0,0.0
1770806722.6800108,0.0,0.0,0.0
1770806722.6851008,0.0,0.0,0.0
1770806722.6901913,0.0,0.0,0.0
1770806722.695251,0.0,0.0,0.0
1770806722.7003422,0.0,0.0,0.0
1770806722.7054377,0.0,0.0,0.0
1770806722.7104979,0.0,0.0,0.0
1770806722.7155573,0.0,0.0,0.0
1770806722.7206476,0.0,0.0,0.0
1770806722.725738,0.0,0.0,0.0
1770806722.730829,0.0,0.0,0.0
1770806722.7359185,0.0,0.0,0.0
1770806722.7409782,0.0,0.0,0.0
1770806722.7460363,0.0,0.0,0.0
1770806722.751092,0.0,0.0,0.0
1770806722.7561822,0.0,0.0,0.0
1770806722.761272,0.0,0.0,0.0
1770806722.7663321,0.0,0.0,0.0
1770806722.771422,0.0,0.0,0.0
1770806722.7765167,0.0,0.0,0.0
1770806722.7815766,0.0,0.0,0.0
1770806722.7866411,0.0,0.0,0.0
1770806722.791734,0.0,0.0,0.0
1770806722.796824,0.0,0.0,0.0
1770806722.801915,0.0,0.0,0.0
1770806722.8070064,0.0,0.0,0.0
1770806722.812066,0.0,0.0,0.0
1770806722.817156,0.0,0.0,0.0
1770806722.8222477,0.0,0.0,0.0
1770806722.8273373,0.0,0.0,0.0
1770806722.8324542,0.0,0.0,0.0
1770806722.8375444,0.0,0.0,0.0
1770806722.8426487,0.0,0.0,0.0
1770806722.84774,0.0,0.0,0.0
1770806722.8528,0.0,0.0,0.0
1770806722.8578906,0.0,0.0,0.0
1770806722.8629806,0.0,0.0,0.0
1770806722.8680701,0.0,0.0,0.0
1770806722.8731623,0.0,0.0,0.0
1770806722.8782232,0.0,0.0,0.0
1770806722.8832815,0.0,0.0,0.0
1770806722.8883715,0.0,0.0,0.0
1770806722.8934567,0.0,0.0,0.0
1770806722.8985384,0.0,0.0,0.0
1770806722.9036307,0.0,0.0,0.0
1770806722.9086912,0.0,0.0,0.0
1770806722.9137814,0.0,0.0,0.0
1770806722.9188786,0.0,0.0,0.0
1770806722.9239688,0.0,0.0,0.0
1770806722.9290595,0.0,0.0,0.0
1770806722.934122,0.0,0.0,0.0
1770806722.939184,0.0,0.0,0.0
1770806722.9442763,0.0,0.0,0.0
1770806722.9493694,0.0,0.0,0.0
1770806722.9544966,0.0,0.0,0.0
1770806722.9595869,0.0,0.0,0.0
1770806722.9646773,0.0,0.0,0.0
1770806722.969768,0.0,0.0,0.0
1770806722.9748578,0.0,0.0,0.0
1770806722.9799476,0.0,0.0,0.0
1770806722.9850376,0.0,0.0,0.0
1770806722.9901474,0.0,0.0,0.0
1770806722.9952426,0.0,0.0,0.0
1770806723.0003026,0.0,0.0,0.0
1770806723.0053606,0.0,0.0,0.0
1770806723.010416,0.0,0.0,0.0
1770806723.0154715,0.0,0.0,0.0
1770806723.020526,0.0,0.0,0.0
1770806723.0256157,0.0,0.0,0.0
1770806723.0307057,0.0,0.0,0.0
1770806723.035796,0.0,0.0,0.0
1770806723.0408869,0.0,0.0,0.0
1770806723.045951,0.0,0.0,0.0
1770806723.0510118,0.0,0.0,0.0
1770806723.0561028,0.0,0.0,0.0
1770806723.0611627,0.0,0.0,0.0
1770806723.0662553,0.0,0.0,0.0
1770806723.0713477,0.0,0.0,0.0
1770806723.0764437,0.0,0.0,0.0
1770806723.0814962,0.0,0.0,0.0
1770806723.0865567,0.0,0.0,0.0
1770806723.0916438,0.0,0.0,0.0
1770806723.0967455,0.0,0.0,0.0
1770806723.1018364,0.0,0.0,0.0
1770806723.1069279,0.0,0.0,0.0
1770806723.1120176,0.0,0.0,0.0
1770806723.1171145,0.0,0.0,0.0
1770806723.1222057,0.0,0.0,0.0
1770806723.1272967,0.0,0.0,0.0
1770806723.1324027,0.0,0.0,0.0
1770806723.1375184,0.0,0.0,0.0
1770806723.1425788,0.0,0.0,0.0
1770806723.1476734,0.0,0.0,0.0
1770806723.1527638,0.0,0.0,0.0
1770806723.1578538,0.0,0.0,0.0
1770806723.162944,0.0,0.0,0.0
1770806723.1680048,0.0,0.0,0.0
1770806723.173097,0.0,0.0,0.0
1770806723.1781874,0.0,0.0,0.0
1770806723.1832495,0.0,0.0,0.0
1770806723.1883152,0.0,0.0,0.0
1770806723.1933768,0.0,0.0,0.0
1770806723.1984355,0.0,0.0,0.0
1770806723.2034926,0.0,0.0,0.0
1770806723.208598,0.0,0.0,0.0
1770806723.2136948,0.0,0.0,0.0
1770806723.2187562,0.0,0.0,0.0
1770806723.223816,0.0,0.0,0.0
1770806723.228874,0.0,0.0,0.0
1770806723.2339346,0.0,0.0,0.0
1770806723.2389946,0.0,0.0,0.0
1770806723.2440877,0.0,0.0,0.0
1770806723.2491782,0.0,0.0,0.0
1770806723.2542691,0.0,0.0,0.0
1770806723.2593715,0.0,0.0,0.0
1770806723.264461,0.0,0.0,0.0
1770806723.2695513,0.0,0.0,0.0
1770806723.2746444,0.0,0.0,0.0
1770806723.2797396,0.0,0.0,0.0
1770806723.2848327,0.0,0.0,0.0
1770806723.2899323,0.0,0.0,0.0
1770806723.2950442,0.0,0.0,0.0
1770806723.3001554,0.0,0.0,0.0
1770806723.305246,0.0,0.0,0.0
1770806723.3103364,0.0,0.0,0.0
1770806723.315433,0.0,0.0,0.0
1770806723.3205268,0.0,0.0,0.0
1770806723.3256195,0.0,0.0,0.0
1770806723.33071,0.0,0.0,0.0
1770806723.3357995,0.0,0.0,0.0
1770806723.3408897,0.0,0.0,0.0
1770806723.345981,0.0,0.0,0.0
1770806723.3510756,0.0,0.0,0.0
1770806723.3561788,0.0,0.0,0.0
1770806723.361269,0.0,0.0,0.0
1770806723.3663595,0.0,0.0,0.0
1770806723.3714504,0.0,0.0,0.0
1770806723.3765404,0.0,0.0,0.0
1770806723.3816307,0.0,0.0,0.0
1770806723.3867216,0.0,0.0,0.0
1770806723.391812,0.0,0.0,0.0
1770806723.396911,0.0,0.0,0.0
1770806723.401985,0.0,0.0,0.0
1770806723.4070475,0.0,0.0,0.0
1770806723.4121377,0.0,0.0,0.0
1770806723.4172297,0.0,0.0,0.0
1770806723.4223194,0.0,0.0,0.0
1770806723.4274194,0.0,0.0,0.0
1770806723.4325151,0.0,0.0,0.0
1770806723.4376028,0.0,0.0,0.0
1770806723.4426794,0.0,0.0,0.0
1770806723.447775,0.0,0.0,0.0
1770806723.452865,0.0,0.0,0.0
1770806723.4579556,0.0,0.0,0.0
1770806723.4630427,0.0,0.0,0.0
1770806723.4681108,0.0,0.0,0.0
1770806723.4732032,0.0,0.0,0.0
1770806723.4782941,0.0,0.0,0.0
1770806723.4833837,0.0,0.0,0.0
1770806723.4884758,0.0,0.0,0.0
1770806723.4935715,0.0,0.0,0.0
1770806723.4986637,0.0,0.0,0.0
1770806723.5037384,0.0,0.0,0.0
1770806723.5088284,0.0,0.0,0.0
1770806723.5139248,0.0,0.0,0.0
1770806723.5190148,0.0,0.0,0.0
1770806723.5241077,0.0,0.0,0.0
1770806723.5292,0.0,0.0,0.0
1770806723.534292,0.0,0.0,0.0
1770806723.5393817,0.0,0.0,0.0
1770806723.544468,0.0,0.0,0.0
1770806723.5495353,0.0,0.0,0.0
1770806723.5545924,0.0,0.0,0.0
1770806723.5596485,0.0,0.0,0.0
1770806723.5647063,0.0,0.0,0.0
1770806723.569769,0.0,0.0,0.0
1770806723.574826,0.0,0.0,0.0
1770806723.579908,0.0,0.0,0.0
1770806723.5849738,0.0,0.0,0.0
1770806723.5900362,0.0,0.0,0.0
1770806723.5950997,0.0,0.0,0.0
1770806723.600158,0.0,0.0,0.0
1770806723.6052477,0.0,0.0,0.0
1770806723.6103373,0.0,0.0,0.0
1770806723.6154335,0.0,0.0,0.0
1770806723.6204884,0.0,0.0,0.0
1770806723.6255486,0.0,0.0,0.0
1770806723.630609,0.0,0.0,0.0
1770806723.6356714,0.0,0.0,0.0
1770806723.640732,0.0,0.0,0.0
1770806723.6457896,0.0,0.0,0.0
1770806723.6508462,0.0,0.0,0.0
1770806723.6559014,0.0,0.0,0.0
1770806723.660991,0.0,0.0,0.0
1770806723.6660867,0.0,0.0,0.0
1770806723.671179,0.0,0.0,0.0
1770806723.67627,0.0,0.0,0.0
1770806723.6813607,0.0,0.0,0.0
1770806723.6864684,0.0,0.0,0.0
1770806723.6915402,0.0,0.0,0.0
1770806723.696597,0.0,0.0,0.0
1770806723.7016535,0.0,0.0,0.0
1770806723.706718,0.0,0.0,0.0
1770806723.711808,0.0,0.0,0.0
1770806723.7168994,0.0,0.0,0.0
1770806723.7219963,0.0,0.0,0.0
1770806723.7270555,0.0,0.0,0.0
1770806723.7321131,0.0,0.0,0.0
1770806723.7371693,0.0,0.0,0.0
1770806723.7422252,0.0,0.0,0.0
1770806723.7472808,0.0,0.0,0.0
1770806723.7523696,0.0,0.0,0.0
1770806723.757461,0.0,0.0,0.0
1770806723.7625203,0.0,0.0,0.0
1770806723.767578,0.0,0.0,0.0
1770806723.7726676,0.0,0.0,0.0
1770806723.7777278,0.0,0.0,0.0
1770806723.782821,0.0,0.0,0.0
1770806723.7879112,0.0,0.0,0.0
1770806723.793009,0.0,0.0,0.0
1770806723.798101,0.0,0.0,0.0
1770806723.8031945,0.0,0.0,0.0
1770806723.8083355,0.0,0.0,0.0
1770806723.8134494,0.0,0.0,0.0
1770806723.818541,0.0,0.0,0.0
1770806723.8236349,0.0,0.0,0.0
1770806723.828729,0.0,0.0,0.0
1770806723.8338187,0.0,0.0,0.0
1770806723.8388793,0.0,0.0,0.0
1770806723.843971,0.0,0.0,0.0
1770806723.849063,0.0,0.0,0.0
1770806723.8541577,0.0,0.0,0.0
1770806723.8592532,0.0,0.0,0.0
1770806723.8643448,0.0,0.0,0.0
1770806723.8694453,0.0,0.0,0.0
1770806723.8745406,0.0,0.0,0.0
1770806723.8796005,0.0,0.0,0.0
1770806723.8846908,0.0,0.0,0.0
1770806723.8897886,0.0,0.0,0.0
1770806723.8948789,0.0,0.0,0.0
1770806723.8999693,0.0,0.0,0.0
1770806723.905068,0.0,0.0,0.0
1770806723.910159,0.0,0.0,0.0
1770806723.9152527,0.0,0.0,0.0
1770806723.9203143,0.0,0.0,0.0
1770806723.9253743,0.0,0.0,0.0
1770806723.930432,0.0,0.0,0.0
1770806723.9355297,0.0,0.0,0.0
1770806723.9406202,0.0,0.0,0.0
1770806723.9457111,0.0,0.0,0.0
1770806723.9508035,0.0,0.0,0.0
1770806723.9558935,0.0,0.0,0.0
1770806723.961017,0.0,0.0,0.0
1770806723.966087,0.0,0.0,0.0
1770806723.9711795,0.0,0.0,0.0
1770806723.976271,0.0,0.0,0.0
1770806723.9813714,0.0,0.0,0.0
1770806723.9864607,0.0,0.0,0.0
1770806723.9915514,0.0,0.0,0.0
1770806723.9966424,0.0,0.0,0.0
1770806724.0017326,0.0,0.0,0.0
1770806724.0068245,0.0,0.0,0.0
1770806724.0119147,0.0,0.0,0.0
1770806724.0170224,0.0,0.0,0.0
1770806724.022135,0.0,0.0,0.0
1770806724.0272279,0.0,0.0,0.0
1770806724.0322886,0.0,0.0,0.0
1770806724.0373793,0.0,0.0,0.0
1770806724.0424812,0.0,0.0,0.0
1770806724.047552,0.0,0.0,0.0
1770806724.0526316,0.0,0.0,0.0
1770806724.0577254,0.0,0.0,0.0
1770806724.062816,0.0,0.0,0.0
1770806724.067907,0.0,0.0,0.0
1770806724.0730155,0.0,0.0,0.0
1770806724.0780869,0.0,0.0,0.0
1770806724.0831501,0.0,0.0,0.0
1770806724.0882406,0.0,0.0,0.0
1770806724.0933008,0.0,0.0,0.0
1770806724.0983949,0.0,0.0,0.0
1770806724.1034853,0.0,0.0,0.0
1770806724.1085765,0.0,0.0,0.0
1770806724.1136384,0.0,0.0,0.0
1770806724.118706,0.0,0.0,0.0
1770806724.1238027,0.0,0.0,0.0
1770806724.1288934,0.0,0.0,0.0
1770806724.1339855,0.0,0.0,0.0
1770806724.139077,0.0,0.0,0.0
1770806724.144168,0.0,0.0,0.0
1770806724.1492589,0.0,0.0,0.0
1770806724.154359,0.0,0.0,0.0
1770806724.1594589,0.0,0.0,0.0
1770806724.1645498,0.0,0.0,0.0
1770806724.1696107,0.0,0.0,0.0
1770806724.174722,0.0,0.0,0.0
1770806724.1798208,0.0,0.0,0.0
1770806724.1848822,0.0,0.0,0.0
1770806724.1899784,0.0,0.0,0.0
1770806724.195069,0.0,0.0,0.0
1770806724.2001295,0.0,0.0,0.0
1770806724.2052205,0.0,0.0,0.0
1770806724.2103112,0.0,0.0,0.0
1770806724.215402,0.0,0.0,0.0
1770806724.2204945,0.0,0.0,0.0
1770806724.2255561,0.0,0.0,0.0
1770806724.2306337,0.0,0.0,0.0
1770806724.2356966,0.0,0.0,0.0
1770806724.2407615,0.0,0.0,0.0
1770806724.2458537,0.0,0.0,0.0
1770806724.250943,0.0,0.0,0.0
1770806724.2560418,0.0,0.0,0.0
1770806724.2611012,0.0,0.0,0.0
1770806724.2661939,0.0,0.0,0.0
1770806724.2712855,0.0,0.0,0.0
1770806724.2763755,0.0,0.0,0.0
1770806724.281487,0.0,0.0,0.0
1770806724.2865772,0.0,0.0,0.0
1770806724.2916675,0.0,0.0,0.0
1770806724.296758,0.0,0.0,0.0
1770806724.3018522,0.0,0.0,0.0
1770806724.3069437,0.0,0.0,0.0
1770806724.3120375,0.0,0.0,0.0
1770806724.3171284,0.0,0.0,0.0
1770806724.322236,0.0,0.0,0.0
1770806724.3273332,0.0,0.0,0.0
1770806724.3324332,0.0,0.0,0.0
1770806724.3375297,0.0,0.0,0.0
1770806724.342627,0.0,0.0,0.0
1770806724.3477175,0.0,0.0,0.0
1770806724.3528128,0.0,0.0,0.0
1770806724.3579051,0.0,0.0,0.0
1770806724.3630002,0.0,0.0,0.0
1770806724.3680904,0.0,0.0,0.0
1770806724.3731954,0.0,0.0,0.0
1770806724.3783004,0.0,0.0,0.0
1770806724.3833928,0.0,0.0,0.0
1770806724.3884864,0.0,0.0,0.0
1770806724.3935769,0.0,0.0,0.0
1770806724.398667,0.0,0.0,0.0
1770806724.403759,0.0,0.0,0.0
1770806724.4088564,0.0,0.0,0.0
1770806724.4139512,0.0,0.0,0.0
1770806724.4190445,0.0,0.0,0.0
1770806724.4241366,0.0,0.0,0.0
1770806724.4291987,0.0,0.0,0.0
1770806724.4342687,0.0,0.0,0.0
1770806724.4393322,0.0,0.0,0.0
1770806724.4444346,0.0,0.0,0.0
1770806724.4494858,0.0,0.0,0.0
1770806724.4545462,0.0,0.0,0.0
1770806724.459607,0.0,0.0,0.0
1770806724.4646683,0.0,0.0,0.0
1770806724.4697306,0.0,0.0,0.0
1770806724.4747932,0.0,0.0,0.0
1770806724.4798505,0.0,0.0,0.0
1770806724.4849079,0.0,0.0,0.0
1770806724.489963,0.0,0.0,0.0
1770806724.4950564,0.0,0.0,0.0
1770806724.5001514,0.0,0.0,0.0
1770806724.5052416,0.0,0.0,0.0
1770806724.5103388,0.0,0.0,0.0
1770806724.5154316,0.0,0.0,0.0
1770806724.5205274,0.0,0.0,0.0
1770806724.5256293,0.0,0.0,0.0
1770806724.5307226,0.0,0.0,0.0
1770806724.535784,0.0,0.0,0.0
1770806724.5408444,0.0,0.0,0.0
1770806724.5459352,0.0,0.0,0.0
1770806724.5510254,0.0,0.0,0.0
1770806724.5561194,0.0,0.0,0.0
1770806724.561214,0.0,0.0,0.0
1770806724.566305,0.0,0.0,0.0
1770806724.5713956,0.0,0.0,0.0
1770806724.5764797,0.0,0.0,0.0
1770806724.5815504,0.0,0.0,0.0
1770806724.5866108,0.0,0.0,0.0
1770806724.5916693,0.0,0.0,0.0
1770806724.5967596,0.0,0.0,0.0
1770806724.6018505,0.0,0.0,0.0
1770806724.6069386,0.0,0.0,0.0
1770806724.612029,0.0,0.0,0.0
1770806724.6170914,0.0,0.0,0.0
1770806724.6221852,0.0,0.0,0.0
1770806724.6272786,0.0,0.0,0.0
1770806724.632367,0.0,0.0,0.0
1770806724.6374607,0.0,0.0,0.0
1770806724.642551,0.0,0.0,0.0
1770806724.6476424,0.0,0.0,0.0
1770806724.652742,0.0,0.0,0.0
1770806724.6578329,0.0,0.0,0.0
1770806724.6629274,0.0,0.0,0.0
1770806724.6680217,0.0,0.0,0.0
1770806724.673113,0.0,0.0,0.0
1770806724.678216,0.0,0.0,0.0
1770806724.683311,0.0,0.0,0.0
1770806724.688401,0.0,0.0,0.0
1770806724.693491,0.0,0.0,0.0
1770806724.6985843,0.0,0.0,0.0
1770806724.7036743,0.0,0.0,0.0
1770806724.7087643,0.0,0.0,0.0
1770806724.713824,0.0,0.0,0.0
1770806724.7189145,0.0,0.0,0.0
1770806724.7240252,0.0,0.0,0.0
1770806724.72913,0.0,0.0,0.0
1770806724.7342002,0.0,0.0,0.0
1770806724.7392557,0.0,0.0,0.0
1770806724.7443118,0.0,0.0,0.0
1770806724.7494016,0.0,0.0,0.0
1770806724.7545135,0.0,0.0,0.0
1770806724.759604,0.0,0.0,0.0
1770806724.7646635,0.0,0.0,0.0
1770806724.7697198,0.0,0.0,0.0
1770806724.7747753,0.0,0.0,0.0
1770806724.7798316,0.0,0.0,0.0
1770806724.7848885,0.0,0.0,0.0
1770806724.7899454,0.0,0.0,0.0
1770806724.7950008,0.0,0.0,0.0
1770806724.8000562,0.0,0.0,0.0
1770806724.8051465,0.0,0.0,0.0
1770806724.8102403,0.0,0.0,0.0
1770806724.8153307,0.0,0.0,0.0
1770806724.820421,0.0,0.0,0.0
1770806724.8255126,0.0,0.0,0.0
1770806724.8306034,0.0,0.0,0.0
1770806724.8357012,0.0,0.0,0.0
1770806724.8407993,0.0,0.0,0.0
1770806724.8458898,0.0,0.0,0.0
1770806724.85098,0.0,0.0,0.0
1770806724.856041,0.0,0.0,0.0
1770806724.861133,0.0,0.0,0.0
1770806724.866227,0.0,0.0,0.0
1770806724.8713179,0.0,0.0,0.0
1770806724.8764112,0.0,0.0,0.0
1770806724.8815022,0.0,0.0,0.0
1770806724.8866227,0.0,0.0,0.0
1770806724.8916924,0.0,0.0,0.0
1770806724.8967857,0.0,0.0,0.0
1770806724.901876,0.0,0.0,0.0
1770806724.906967,0.0,0.0,0.0
1770806724.9120653,0.0,0.0,0.0
1770806724.9171576,0.0,0.0,0.0
1770806724.9222476,0.0,0.0,0.0
1770806724.927308,0.0,0.0,0.0
1770806724.9324048,0.0,0.0,0.0
1770806724.9374464,0.0,0.0,0.0
1770806724.9425273,0.0,0.0,0.0
1770806724.9476206,0.0,0.0,0.0
1770806724.9526813,0.0,0.0,0.0
1770806724.9577482,0.0,0.0,0.0
1770806724.9628375,0.0,0.0,0.0
1770806724.9679298,0.0,0.0,0.0
1770806724.9729908,0.0,0.0,0.0
1770806724.9780574,0.0,0.0,0.0
1770806724.9831204,0.0,0.0,0.0
1770806724.9881766,0.0,0.0,0.0
1770806724.993232,0.0,0.0,0.0
1770806724.9982862,0.0,0.0,0.0
1770806725.0033777,0.0,0.0,0.0
1770806725.008486,0.0,0.0,0.0
1770806725.0135784,0.0,0.0,0.0
1770806725.0186734,0.0,0.0,0.0
1770806725.0237653,0.0,0.0,0.0
1770806725.02888,0.0,0.0,0.0
1770806725.0339777,0.0,0.0,0.0
1770806725.0390685,0.0,0.0,0.0
1770806725.04416,0.0,0.0,0.0
1770806725.0492203,0.0,0.0,0.0
1770806725.0543106,0.0,0.0,0.0
1770806725.059403,0.0,0.0,0.0
1770806725.0644753,0.0,0.0,0.0
1770806725.0695655,0.0,0.0,0.0
1770806725.0746646,0.0,0.0,0.0
1770806725.0797255,0.0,0.0,0.0
1770806725.084785,0.0,0.0,0.0
1770806725.0898485,0.0,0.0,0.0
1770806725.0949497,0.0,0.0,0.0
1770806725.1000094,0.0,0.0,0.0
1770806725.105109,0.0,0.0,0.0
1770806725.110199,0.0,0.0,0.0
1770806725.115266,0.0,0.0,0.0
1770806725.1203794,0.0,0.0,0.0
1770806725.1254864,0.0,0.0,0.0
1770806725.1305804,0.0,0.0,0.0
1770806725.1356702,0.0,0.0,0.0
1770806725.1407604,0.0,0.0,0.0
1770806725.1458507,0.0,0.0,0.0
1770806725.1509407,0.0,0.0,0.0
1770806725.1560304,0.0,0.0,0.0
1770806725.1611185,0.0,0.0,0.0
1770806725.1662095,0.0,0.0,0.0
1770806725.1712725,0.0,0.0,0.0
1770806725.1763432,0.0,0.0,0.0
1770806725.1814375,0.0,0.0,0.0
1770806725.1864707,0.0,0.0,0.0
1770806725.1915307,0.0,0.0,0.0
1770806725.1966207,0.0,0.0,0.0
1770806725.201681,0.0,0.0,0.0
1770806725.2067406,0.0,0.0,0.0
1770806725.2118373,0.0,0.0,0.0
1770806725.2169294,0.0,0.0,0.0
1770806725.2220209,0.0,0.0,0.0
1770806725.227136,0.0,0.0,0.0
1770806725.2322097,0.0,0.0,0.0
1770806725.2372653,0.0,0.0,0.0
1770806725.242321,0.0,0.0,0.0
1770806725.2474098,0.0,0.0,0.0
1770806725.2525015,0.0,0.0,0.0
1770806725.2575603,0.0,0.0,0.0
1770806725.2626169,0.0,0.0,0.0
1770806725.2676725,0.0,0.0,0.0
1770806725.2727287,0.0,0.0,0.0
1770806725.2777836,0.0,0.0,0.0
1770806725.2828727,0.0,0.0,0.0
1770806725.2879322,0.0,0.0,0.0
1770806725.2929926,0.0,0.0,0.0
1770806725.298084,0.0,0.0,0.0
1770806725.3031762,0.0,0.0,0.0
1770806725.308266,0.0,0.0,0.0
1770806725.3133578,0.0,0.0,0.0
1770806725.3184552,0.0,0.0,0.0
1770806725.3235483,0.0,0.0,0.0
1770806725.3286383,0.0,0.0,0.0
1770806725.3337357,0.0,0.0,0.0
1770806725.3388429,0.0,0.0,0.0
1770806725.3439405,0.0,0.0,0.0
1770806725.3490326,0.0,0.0,0.0
1770806725.3541245,0.0,0.0,0.0
1770806725.359217,0.0,0.0,0.0
1770806725.3643064,0.0,0.0,0.0
1770806725.3693998,0.0,0.0,0.0
1770806725.374482,0.0,0.0,0.0
1770806725.3795743,0.0,0.0,0.0
1770806725.3846645,0.0,0.0,0.0
1770806725.3897548,0.0,0.0,0.0
1770806725.3948743,0.0,0.0,0.0
1770806725.3999693,0.0,0.0,0.0
1770806725.4050603,0.0,0.0,0.0
1770806725.4101546,0.0,0.0,0.0
1770806725.4152462,0.0,0.0,0.0
1770806725.4203372,0.0,0.0,0.0
1770806725.42544,0.0,0.0,0.0
1770806725.430534,0.0,0.0,0.0
1770806725.4356244,0.0,0.0,0.0
1770806725.4407203,0.0,0.0,0.0
1770806725.445829,0.0,0.0,0.0
1770806725.4509013,0.0,0.0,0.0
1770806725.4559639,0.0,0.0,0.0
1770806725.4610193,0.0,0.0,0.0
1770806725.466111,0.0,0.0,0.0
