t,emg1,emg2,emg3
1770817776.0791893,0.0,0.0,0.0
1770817776.0842812,0.0,0.0,0.0
1770817776.089341,0.0,0.0,0.0
1770817776.0944018,0.0,0.0,0.0
1770817776.0994956,0.0,0.0,0.0
1770817776.104586,0.0,0.0,0.0
1770817776.1096785,0.0,0.0,0.0
1770817776.1147683,0.0,0.0,0.0
1770817776.1198595,0.0,0.0,0.0
1770817776.1249568,0.0,0.0,0.0
1770817776.1300504,0.0,0.0,0.0
1770817776.1351402,0.0,0.0,0.0
1770817776.1402285,0.0,0.0,0.0
1770817776.1453195,0.0,0.0,0.0
1770817776.150409,0.0,0.0,0.0
1770817776.1554997,0.0,0.0,0.0
1770817776.1605928,0.0,0.0,0.0
1770817776.1656823,0.0,0.0,0.0
1770817776.1707733,0.0,0.0,0.0
1770817776.1758633,0.0,0.0,0.0
1770817776.1809645,0.0,0.0,0.0
1770817776.1860602,0.0,0.0,0.0
1770817776.1911502,0.0,0.0,0.0
1770817776.1962402,0.0,0.0,0.0
1770817776.2013466,0.0,0.0,0.0
1770817776.2064378,0.0,0.0,0.0
1770817776.2115276,0.0,0.0,0.0
1770817776.2166364,0.0,0.0,0.0
1770817776.2217267,0.0,0.0,0.0
1770817776.2268262,0.0,0.0,0.0
1770817776.2319205,0.0,0.0,0.0
1770817776.236986,0.0,0.0,0.0
1770817776.2420428,0.0,0.0,0.0
1770817776.2471335,0.0,0.0,0.0
1770817776.2521942,0.0,0.0,0.0
1770817776.2572854,0.0,0.0,0.0
1770817776.2623754,0.0,0.0,0.0
1770817776.2674346,0.0,0.0,0.0
1770817776.2724855,0.0,0.0,0.0
1770817776.27755,0.0,0.0,0.0
1770817776.2826507,0.0,0.0,0.0
1770817776.2877421,0.0,0.0,0.0
1770817776.2928329,0.0,0.0,0.0
1770817776.2979317,0.0,0.0,0.0
1770817776.3030276,0.0,0.0,0.0
1770817776.3081183,0.0,0.0,0.0
1770817776.3132095,0.0,0.0,0.0
1770817776.318299,0.0,0.0,0.0
1770817776.3234127,0.0,0.0,0.0
1770817776.3284807,0.0,0.0,0.0
1770817776.3335721,0.0,0.0,0.0
1770817776.3386333,0.0,0.0,0.0
1770817776.3437235,0.0,0.0,0.0
1770817776.3488157,0.0,0.0,0.0
1770817776.3539088,0.0,0.0,0.0
1770817776.3589985,0.0,0.0,0.0
1770817776.364089,0.0,0.0,0.0
1770817776.3691795,0.0,0.0,0.0
1770817776.374273,0.0,0.0,0.0
1770817776.3793316,0.0,0.0,0.0
1770817776.3844357,0.0,0.0,0.0
1770817776.3894978,0.0,0.0,0.0
1770817776.394559,0.0,0.0,0.0
1770817776.3996215,0.0,0.0,0.0
1770817776.4046822,0.0,0.0,0.0
1770817776.4097428,0.0,0.0,0.0
1770817776.4148118,0.0,0.0,0.0
1770817776.4198773,0.0,0.0,0.0
1770817776.424969,0.0,0.0,0.0
1770817776.4300592,0.0,0.0,0.0
1770817776.43515,0.0,0.0,0.0
1770817776.4402406,0.0,0.0,0.0
1770817776.4453323,0.0,0.0,0.0
1770817776.4504223,0.0,0.0,0.0
1770817776.455484,0.0,0.0,0.0
1770817776.4605763,0.0,0.0,0.0
1770817776.4656363,0.0,0.0,0.0
1770817776.4707048,0.0,0.0,0.0
1770817776.4758003,0.0,0.0,0.0
1770817776.4808612,0.0,0.0,0.0
1770817776.485952,0.0,0.0,0.0
1770817776.4910436,0.0,0.0,0.0
1770817776.4961338,0.0,0.0,0.0
1770817776.501224,0.0,0.0,0.0
1770817776.5063238,0.0,0.0,0.0
1770817776.511416,0.0,0.0,0.0
1770817776.51651,0.0,0.0,0.0
1770817776.5215924,0.0,0.0,0.0
1770817776.5266573,0.0,0.0,0.0
1770817776.5317132,0.0,0.0,0.0
1770817776.5367696,0.0,0.0,0.0
1770817776.5418282,0.0,0.0,0.0
1770817776.5469089,0.0,0.0,0.0
1770817776.551976,0.0,0.0,0.0
1770817776.5570352,0.0,0.0,0.0
1770817776.5621266,0.0,0.0,0.0
1770817776.5672164,0.0,0.0,0.0
1770817776.5723064,0.0,0.0,0.0
1770817776.5773985,0.0,0.0,0.0
1770817776.5824842,0.0,0.0,0.0
1770817776.587544,0.0,0.0,0.0
1770817776.592606,0.0,0.0,0.0
1770817776.5976775,0.0,0.0,0.0
1770817776.6027696,0.0,0.0,0.0
1770817776.6078305,0.0,0.0,0.0
1770817776.6129208,0.0,0.0,0.0
1770817776.6180112,0.0,0.0,0.0
1770817776.623078,0.0,0.0,0.0
1770817776.6281445,0.0,0.0,0.0
1770817776.633212,0.0,0.0,0.0
1770817776.6382778,0.0,0.0,0.0
1770817776.6433709,0.0,0.0,0.0
1770817776.6484609,0.0,0.0,0.0
1770817776.6535513,0.0,0.0,0.0
1770817776.6586418,0.0,0.0,0.0
1770817776.6637323,0.0,0.0,0.0
1770817776.668825,0.0,0.0,0.0
1770817776.6739168,0.0,0.0,0.0
1770817776.6790082,0.0,0.0,0.0
1770817776.6840982,0.0,0.0,0.0
1770817776.6891887,0.0,0.0,0.0
1770817776.6942794,0.0,0.0,0.0
1770817776.6993883,0.0,0.0,0.0
1770817776.70448,0.0,0.0,0.0
1770817776.70954,0.0,0.0,0.0
1770817776.71463,0.0,0.0,0.0
1770817776.7197196,0.0,0.0,0.0
1770817776.7248225,0.0,0.0,0.0
1770817776.7299144,0.0,0.0,0.0
1770817776.7349744,0.0,0.0,0.0
1770817776.7400665,0.0,0.0,0.0
1770817776.7451568,0.0,0.0,0.0
1770817776.7502513,0.0,0.0,0.0
1770817776.7553415,0.0,0.0,0.0
1770817776.7604542,0.0,0.0,0.0
1770817776.765546,0.0,0.0,0.0
1770817776.770644,0.0,0.0,0.0
1770817776.7757146,0.0,0.0,0.0
1770817776.7807815,0.0,0.0,0.0
1770817776.785874,0.0,0.0,0.0
1770817776.7909644,0.0,0.0,0.0
1770817776.7960703,0.0,0.0,0.0
1770817776.8011658,0.0,0.0,0.0
1770817776.8062563,0.0,0.0,0.0
1770817776.8113527,0.0,0.0,0.0
1770817776.8164437,0.0,0.0,0.0
1770817776.8214931,0.0,0.0,0.0
1770817776.8265598,0.0,0.0,0.0
1770817776.8316188,0.0,0.0,0.0
1770817776.8366792,0.0,0.0,0.0
1770817776.8417695,0.0,0.0,0.0
1770817776.8468595,0.0,0.0,0.0
1770817776.8519194,0.0,0.0,0.0
1770817776.8570087,0.0,0.0,0.0
1770817776.8620992,0.0,0.0,0.0
1770817776.8671975,0.0,0.0,0.0
1770817776.8722563,0.0,0.0,0.0
1770817776.8773687,0.0,0.0,0.0
1770817776.8824697,0.0,0.0,0.0
1770817776.8875303,0.0,0.0,0.0
1770817776.89259,0.0,0.0,0.0
1770817776.8976502,0.0,0.0,0.0
1770817776.9027102,0.0,0.0,0.0
1770817776.9078004,0.0,0.0,0.0
1770817776.9128928,0.0,0.0,0.0
1770817776.9179528,0.0,0.0,0.0
1770817776.9230425,0.0,0.0,0.0
1770817776.928148,0.0,0.0,0.0
1770817776.933216,0.0,0.0,0.0
1770817776.9382722,0.0,0.0,0.0
1770817776.9433362,0.0,0.0,0.0
1770817776.94843,0.0,0.0,0.0
1770817776.953482,0.0,0.0,0.0
1770817776.958552,0.0,0.0,0.0
1770817776.9636142,0.0,0.0,0.0
1770817776.9686759,0.0,0.0,0.0
1770817776.9737365,0.0,0.0,0.0
1770817776.978827,0.0,0.0,0.0
1770817776.983887,0.0,0.0,0.0
1770817776.9889774,0.0,0.0,0.0
1770817776.9940705,0.0,0.0,0.0
1770817776.9991605,0.0,0.0,0.0
1770817777.0042586,0.0,0.0,0.0
1770817777.009349,0.0,0.0,0.0
1770817777.0144546,0.0,0.0,0.0
1770817777.019523,0.0,0.0,0.0
1770817777.0245836,0.0,0.0,0.0
1770817777.0296743,0.0,0.0,0.0
1770817777.034734,0.0,0.0,0.0
1770817777.039794,0.0,0.0,0.0
1770817777.0448842,0.0,0.0,0.0
1770817777.0499425,0.0,0.0,0.0
1770817777.0550332,0.0,0.0,0.0
1770817777.0601244,0.0,0.0,0.0
1770817777.065214,0.0,0.0,0.0
1770817777.070307,0.0,0.0,0.0
1770817777.0753996,0.0,0.0,0.0
1770817777.0804682,0.0,0.0,0.0
1770817777.085551,0.0,0.0,0.0
1770817777.090622,0.0,0.0,0.0
1770817777.0956876,0.0,0.0,0.0
1770817777.100751,0.0,0.0,0.0
1770817777.1058097,0.0,0.0,0.0
1770817777.110909,0.0,0.0,0.0
1770817777.116,0.0,0.0,0.0
1770817777.12109,0.0,0.0,0.0
1770817777.126179,0.0,0.0,0.0
1770817777.1312697,0.0,0.0,0.0
1770817777.1363606,0.0,0.0,0.0
1770817777.1414506,0.0,0.0,0.0
1770817777.146544,0.0,0.0,0.0
1770817777.1516347,0.0,0.0,0.0
1770817777.156727,0.0,0.0,0.0
1770817777.1618176,0.0,0.0,0.0
1770817777.1669075,0.0,0.0,0.0
1770817777.172003,0.0,0.0,0.0
1770817777.1770933,0.0,0.0,0.0
1770817777.1821837,0.0,0.0,0.0
1770817777.187277,0.0,0.0,0.0
1770817777.192355,0.0,0.0,0.0
1770817777.197417,0.0,0.0,0.0
1770817777.2024345,0.0,0.0,0.0
1770817777.2074947,0.0,0.0,0.0
1770817777.2125542,0.0,0.0,0.0
1770817777.217626,0.0,0.0,0.0
1770817777.2226913,0.0,0.0,0.0
1770817777.2277498,0.0,0.0,0.0
1770817777.232818,0.0,0.0,0.0
1770817777.2378776,0.0,0.0,0.0
1770817777.242937,0.0,0.0,0.0
1770817777.247997,0.0,0.0,0.0
1770817777.2530565,0.0,0.0,0.0
1770817777.258148,0.0,0.0,0.0
1770817777.2632363,0.0,0.0,0.0
1770817777.268292,0.0,0.0,0.0
1770817777.2733564,0.0,0.0,0.0
1770817777.278417,0.0,0.0,0.0
1770817777.2834365,0.0,0.0,0.0
1770817777.288511,0.0,0.0,0.0
1770817777.2935705,0.0,0.0,0.0
1770817777.2986288,0.0,0.0,0.0
1770817777.3036885,0.0,0.0,0.0
1770817777.3087482,0.0,0.0,0.0
1770817777.313808,0.0,0.0,0.0
1770817777.3188634,0.0,0.0,0.0
1770817777.3239226,0.0,0.0,0.0
1770817777.3289878,0.0,0.0,0.0
1770817777.3340476,0.0,0.0,0.0
1770817777.3391025,0.0,0.0,0.0
1770817777.344157,0.0,0.0,0.0
1770817777.3492115,0.0,0.0,0.0
1770817777.354265,0.0,0.0,0.0
1770817777.3593194,0.0,0.0,0.0
1770817777.3644047,0.0,0.0,0.0
1770817777.3694334,0.0,0.0,0.0
1770817777.3744907,0.0,0.0,0.0
1770817777.379546,0.0,0.0,0.0
1770817777.3846002,0.0,0.0,0.0
1770817777.3896563,0.0,0.0,0.0
1770817777.3947113,0.0,0.0,0.0
1770817777.3997653,0.0,0.0,0.0
1770817777.4048238,0.0,0.0,0.0
1770817777.4098802,0.0,0.0,0.0
1770817777.4149346,0.0,0.0,0.0
1770817777.419989,0.0,0.0,0.0
1770817777.425046,0.0,0.0,0.0
1770817777.430108,0.0,0.0,0.0
1770817777.4351656,0.0,0.0,0.0
1770817777.4402215,0.0,0.0,0.0
1770817777.4452765,0.0,0.0,0.0
1770817777.4503322,0.0,0.0,0.0
1770817777.4553869,0.0,0.0,0.0
1770817777.4604318,0.0,0.0,0.0
1770817777.4654877,0.0,0.0,0.0
1770817777.4705422,0.0,0.0,0.0
1770817777.4756145,0.0,0.0,0.0
1770817777.4806807,0.0,0.0,0.0
1770817777.4857373,0.0,0.0,0.0
1770817777.4907923,0.0,0.0,0.0
1770817777.495847,0.0,0.0,0.0
1770817777.500902,0.0,0.0,0.0
1770817777.505957,0.0,0.0,0.0
1770817777.5110412,0.0,0.0,0.0
1770817777.5161083,0.0,0.0,0.0
1770817777.521164,0.0,0.0,0.0
1770817777.5262194,0.0,0.0,0.0
1770817777.5312748,0.0,0.0,0.0
1770817777.5363293,0.0,0.0,0.0
1770817777.541384,0.0,0.0,0.0
1770817777.5464294,0.0,0.0,0.0
1770817777.5514846,0.0,0.0,0.0
1770817777.5565405,0.0,0.0,0.0
1770817777.5615964,0.0,0.0,0.0
1770817777.5666573,0.0,0.0,0.0
1770817777.5717213,0.0,0.0,0.0
1770817777.5767787,0.0,0.0,0.0
1770817777.5818355,0.0,0.0,0.0
1770817777.5868914,0.0,0.0,0.0
1770817777.591948,0.0,0.0,0.0
1770817777.597008,0.0,0.0,0.0
1770817777.6020632,0.0,0.0,0.0
1770817777.6071312,0.0,0.0,0.0
1770817777.6121917,0.0,0.0,0.0
1770817777.6172664,0.0,0.0,0.0
1770817777.6223323,0.0,0.0,0.0
1770817777.627389,0.0,0.0,0.0
1770817777.6324332,0.0,0.0,0.0
1770817777.6374888,0.0,0.0,0.0
1770817777.642544,0.0,0.0,0.0
1770817777.6475987,0.0,0.0,0.0
1770817777.6526544,0.0,0.0,0.0
1770817777.6577125,0.0,0.0,0.0
1770817777.662769,0.0,0.0,0.0
1770817777.667824,0.0,0.0,0.0
1770817777.6728792,0.0,0.0,0.0
1770817777.6779342,0.0,0.0,0.0
1770817777.6829896,0.0,0.0,0.0
1770817777.6880453,0.0,0.0,0.0
1770817777.6931021,0.0,0.0,0.0
1770817777.6981642,0.0,0.0,0.0
1770817777.7032237,0.0,0.0,0.0
1770817777.7082808,0.0,0.0,0.0
1770817777.7133358,0.0,0.0,0.0
1770817777.7183902,0.0,0.0,0.0
1770817777.7234304,0.0,0.0,0.0
1770817777.7284846,0.0,0.0,0.0
1770817777.7335396,0.0,0.0,0.0
1770817777.7386005,0.0,0.0,0.0
1770817777.7436554,0.0,0.0,0.0
1770817777.7487106,0.0,0.0,0.0
1770817777.753766,0.0,0.0,0.0
1770817777.758823,0.0,0.0,0.0
1770817777.7638896,0.0,0.0,0.0
1770817777.768967,0.0,0.0,0.0
1770817777.7740653,0.0,0.0,0.0
1770817777.7791567,0.0,0.0,0.0
1770817777.7842474,0.0,0.0,0.0
1770817777.7893066,0.0,0.0,0.0
1770817777.7944002,0.0,0.0,0.0
1770817777.7994888,0.0,0.0,0.0
1770817777.8045833,0.0,0.0,0.0
1770817777.8096828,0.0,0.0,0.0
1770817777.8147771,0.0,0.0,0.0
1770817777.819873,0.0,0.0,0.0
1770817777.8249676,0.0,0.0,0.0
1770817777.8300612,0.0,0.0,0.0
1770817777.8351502,0.0,0.0,0.0
1770817777.840242,0.0,0.0,0.0
1770817777.8453324,0.0,0.0,0.0
1770817777.850425,0.0,0.0,0.0
1770817777.8555286,0.0,0.0,0.0
1770817777.8606203,0.0,0.0,0.0
1770817777.8657105,0.0,0.0,0.0
1770817777.8707762,0.0,0.0,0.0
1770817777.875872,0.0,0.0,0.0
1770817777.8809652,0.0,0.0,0.0
1770817777.8860636,0.0,0.0,0.0
1770817777.891156,0.0,0.0,0.0
1770817777.8962464,0.0,0.0,0.0
1770817777.901337,0.0,0.0,0.0
1770817777.9063962,0.0,0.0,0.0
1770817777.9114401,0.0,0.0,0.0
1770817777.9164839,0.0,0.0,0.0
1770817777.9215434,0.0,0.0,0.0
1770817777.926634,0.0,0.0,0.0
1770817777.9317253,0.0,0.0,0.0
1770817777.9367836,0.0,0.0,0.0
1770817777.9418743,0.0,0.0,0.0
1770817777.946966,0.0,0.0,0.0
1770817777.9520564,0.0,0.0,0.0
1770817777.9571161,0.0,0.0,0.0
1770817777.9622252,0.0,0.0,0.0
1770817777.9672933,0.0,0.0,0.0
1770817777.9723535,0.0,0.0,0.0
1770817777.977445,0.0,0.0,0.0
1770817777.9825332,0.0,0.0,0.0
1770817777.9876235,0.0,0.0,0.0
1770817777.9927146,0.0,0.0,0.0
1770817777.997805,0.0,0.0,0.0
1770817778.0028956,0.0,0.0,0.0
1770817778.0079858,0.0,0.0,0.0
1770817778.013047,0.0,0.0,0.0
1770817778.0181048,0.0,0.0,0.0
1770817778.0231612,0.0,0.0,0.0
1770817778.028225,0.0,0.0,0.0
1770817778.0333145,0.0,0.0,0.0
1770817778.0384057,0.0,0.0,0.0
1770817778.0434873,0.0,0.0,0.0
1770817778.048578,0.0,0.0,0.0
1770817778.0536644,0.0,0.0,0.0
1770817778.058734,0.0,0.0,0.0
1770817778.063825,0.0,0.0,0.0
1770817778.068915,0.0,0.0,0.0
1770817778.0740101,0.0,0.0,0.0
1770817778.0791,0.0,0.0,0.0
1770817778.0841932,0.0,0.0,0.0
1770817778.0892835,0.0,0.0,0.0
1770817778.0943744,0.0,0.0,0.0
1770817778.0995018,0.0,0.0,0.0
1770817778.104584,0.0,0.0,0.0
1770817778.1096778,0.0,0.0,0.0
1770817778.1147609,0.0,0.0,0.0
1770817778.1198244,0.0,0.0,0.0
1770817778.1248813,0.0,0.0,0.0
1770817778.1299367,0.0,0.0,0.0
1770817778.1349926,0.0,0.0,0.0
1770817778.1400487,0.0,0.0,0.0
1770817778.1451058,0.0,0.0,0.0
1770817778.150163,0.0,0.0,0.0
1770817778.1552289,0.0,0.0,0.0
1770817778.1603007,0.0,0.0,0.0
1770817778.1655724,0.0,0.0,0.0
1770817778.1706643,0.0,0.0,0.0
1770817778.1757398,0.0,0.0,0.0
